,,Name,Schedule Name,Zone Name,Zone Floor Area {ft2},# Zone Occupants,Design Volume Flow Rate {ft3/min},Volume Flow Rate/Floor Area {ft3/min-ft2},Volume Flow Rate/person Area {ft3/min-person},ACH - Air Changes per Hour,Fan Type {Exhaust;Intake;Natural},Fan Pressure Rise {psi},Fan Efficiency {},Equation A - Constant Term Coefficient {},Equation B - Temperature Term Coefficient {1/C},Equation C - Velocity Term Coefficient {s/m},Equation D - Velocity Squared Term Coefficient {s2/m2},Minimum Indoor Temperature{F}/Schedule,Maximum Indoor Temperature{F}/Schedule,Delta Temperature{F}/Schedule,Minimum Outdoor Temperature{F}/Schedule,Maximum Outdoor Temperature{F}/Schedule,Maximum WindSpeed{ft/min}
,1,VENTILATION_UNIT1_FRONTROW_BOTTOMFLOOR,ALWAYS_AVAIL,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,2,VENTILATION_UNIT2_FRONTROW_BOTTOMFLOOR,ALWAYS_AVAIL,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,3,VENTILATION_UNIT3_FRONTROW_BOTTOMFLOOR,ALWAYS_AVAIL,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,4,VENTILATION_UNIT1_BACKROW_BOTTOMFLOOR,ALWAYS_AVAIL,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,5,VENTILATION_UNIT2_BACKROW_BOTTOMFLOOR,ALWAYS_AVAIL,LIVING_UNIT2_BACKROW_BOTTOMFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,6,VENTILATION_UNIT3_BACKROW_BOTTOMFLOOR,ALWAYS_AVAIL,LIVING_UNIT3_BACKROW_BOTTOMFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,7,VENTILATION_UNIT1_FRONTROW_MIDDLEFLOOR,ALWAYS_AVAIL,LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,8,VENTILATION_UNIT2_FRONTROW_MIDDLEFLOOR,ALWAYS_AVAIL,LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,9,VENTILATION_UNIT3_FRONTROW_MIDDLEFLOOR,ALWAYS_AVAIL,LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,10,VENTILATION_UNIT1_BACKROW_MIDDLEFLOOR,ALWAYS_AVAIL,LIVING_UNIT1_BACKROW_MIDDLEFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,11,VENTILATION_UNIT2_BACKROW_MIDDLEFLOOR,ALWAYS_AVAIL,LIVING_UNIT2_BACKROW_MIDDLEFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,12,VENTILATION_UNIT3_BACKROW_MIDDLEFLOOR,ALWAYS_AVAIL,LIVING_UNIT3_BACKROW_MIDDLEFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,13,VENTILATION_UNIT1_FRONTROW_TOPFLOOR,ALWAYS_AVAIL,LIVING_UNIT1_FRONTROW_TOPFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,14,VENTILATION_UNIT2_FRONTROW_TOPFLOOR,ALWAYS_AVAIL,LIVING_UNIT2_FRONTROW_TOPFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,15,VENTILATION_UNIT3_FRONTROW_TOPFLOOR,ALWAYS_AVAIL,LIVING_UNIT3_FRONTROW_TOPFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,16,VENTILATION_UNIT1_BACKROW_TOPFLOOR,ALWAYS_AVAIL,LIVING_UNIT1_BACKROW_TOPFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,17,VENTILATION_UNIT2_BACKROW_TOPFLOOR,ALWAYS_AVAIL,LIVING_UNIT2_BACKROW_TOPFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,18,VENTILATION_UNIT3_BACKROW_TOPFLOOR,ALWAYS_AVAIL,LIVING_UNIT3_BACKROW_TOPFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40


AirFlow Model

,,Simple
,1,Simple


RoomAir Model

,,Zone Name,Mixing/Mundt/UCSDDV/UCSDCV/UCSDUFI/UCSDUFE/User Defined
,1,UNHEATEDBSMT,Mixing/Well-Stirred
,2,BREEZEWAY,Mixing/Well-Stirred
,3,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,Mixing/Well-Stirred
,4,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,Mixing/Well-Stirred
,5,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,Mixing/Well-Stirred
,6,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,Mixing/Well-Stirred
,7,LIVING_UNIT2_BACKROW_BOTTOMFLOOR,Mixing/Well-Stirred
,8,LIVING_UNIT3_BACKROW_BOTTOMFLOOR,Mixing/Well-Stirred
,9,LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,Mixing/Well-Stirred
,10,LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,Mixing/Well-Stirred
,11,LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,Mixing/Well-Stirred
,12,LIVING_UNIT1_BACKROW_MIDDLEFLOOR,Mixing/Well-Stirred
,13,LIVING_UNIT2_BACKROW_MIDDLEFLOOR,Mixing/Well-Stirred
,14,LIVING_UNIT3_BACKROW_MIDDLEFLOOR,Mixing/Well-Stirred
,15,ATTIC,Mixing/Well-Stirred
,16,LIVING_UNIT3_BACKROW_TOPFLOOR,Mixing/Well-Stirred
,17,LIVING_UNIT3_FRONTROW_TOPFLOOR,Mixing/Well-Stirred
,18,LIVING_UNIT1_FRONTROW_TOPFLOOR,Mixing/Well-Stirred
,19,LIVING_UNIT2_BACKROW_TOPFLOOR,Mixing/Well-Stirred
,20,LIVING_UNIT2_FRONTROW_TOPFLOOR,Mixing/Well-Stirred
,21,LIVING_UNIT1_BACKROW_TOPFLOOR,Mixing/Well-Stirred


AirflowNetwork Model:Control

,,No Multizone or Distribution/Multizone with Distribution/Multizone without Distribution/Multizone with Distribution only during Fan Operation
,1,NoMultizoneOrDistribution


Zone Volume Capacitance Multiplier

,,Sensible Heat Capacity Multiplier,Moisture Capacity Multiplier,Carbon Dioxide Capacity Multiplier,Generic Contaminant Capacity Multiplier
,1,1.000,1.000,1.000,1.000


Load Timesteps in Zone Design Calculation Averaging Window

,,Value
,1,1


Heating Sizing Factor Information

,,Sizing Factor ID,Value
,1,Global,1.0000


Cooling Sizing Factor Information

,,Sizing Factor ID,Value
,1,Global,1.0000


Zone Sizing Information

,,Zone Name,Load Type,Calc Des Load {Btu/h},User Des Load {Btu/h},Calc Des Air Flow Rate {ft3/min},User Des Air Flow Rate {ft3/min},Design Day Name,Date/Time of Peak,Temperature at Peak {F},Humidity Ratio at Peak {lbWater/lbDryAir},Floor Area {ft2},# Occupants,Calc Outdoor Air Flow Rate {ft3/min},Calc DOAS Heat Addition Rate {Btu/h}
,1,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,Cooling,9675.31535,9675.31535,494.49146,494.49146,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,83.05520,0.01272,1200.55323,2.00000,44.99491,0.00000
,2,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,Heating,9774.72541,9774.72541,178.39553,178.39553,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,-26.8600,0.00018,1200.55323,2.00000,44.99491,0.00000
,3,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,Cooling,5931.14804,5931.14804,285.29657,285.29657,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,69.44000,0.01271,1200.55323,2.00000,44.99491,0.00000
,4,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,Heating,6660.83553,6660.83553,121.56799,121.56799,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,-26.8600,0.00018,1200.55323,2.00000,44.99491,0.00000
,5,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,Cooling,7668.62340,7668.62340,391.92792,391.92792,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 10:00:00,77.69840,0.01272,1200.55323,2.00000,44.99491,0.00000
,6,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,Heating,9782.21233,9782.21233,178.53218,178.53218,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,-26.8600,0.00018,1200.55323,2.00000,44.99491,0.00000
,7,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,Cooling,8977.42999,8977.42999,458.83469,458.83469,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,83.05520,0.01272,1200.55323,2.00000,44.99491,0.00000
,8,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,Heating,9777.86796,9777.86796,178.45294,178.45294,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,-26.8600,0.00018,1200.55323,2.00000,44.99491,0.00000
,9,LIVING_UNIT2_BACKROW_BOTTOMFLOOR,Cooling,5783.46757,5783.46757,278.02963,278.02963,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,69.44000,0.01271,1200.55323,2.00000,44.99491,0.00000
,10,LIVING_UNIT2_BACKROW_BOTTOMFLOOR,Heating,6661.36542,6661.36542,121.57774,121.57774,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,-26.8600,0.00018,1200.55323,2.00000,44.99491,0.00000
,11,LIVING_UNIT3_BACKROW_BOTTOMFLOOR,Cooling,7184.68808,7184.68808,367.20334,367.20334,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 09:00:00,73.90400,0.01271,1200.55323,2.00000,44.99491,0.00000
,12,LIVING_UNIT3_BACKROW_BOTTOMFLOOR,Heating,9780.21637,9780.21637,178.49574,178.49574,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,-26.8600,0.00018,1200.55323,2.00000,44.99491,0.00000
,13,LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,Cooling,9583.37830,9583.37830,489.78807,489.78807,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,83.05520,0.01272,1200.55323,2.00000,44.99491,0.00000
,14,LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,Heating,7672.91317,7672.91317,140.06121,140.06121,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,-26.8600,0.00018,1200.55323,2.00000,44.99491,0.00000
,15,LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,Cooling,6350.40314,6350.40314,305.97454,305.97454,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,69.44000,0.01271,1200.55323,2.00000,44.99491,0.00000
,16,LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,Heating,4554.08924,4554.08924,83.13431,83.13431,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 10:00:00,-26.8600,0.00018,1200.55323,2.00000,44.99491,0.00000
,17,LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,Cooling,7665.90131,7665.90131,391.77961,391.77961,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 10:00:00,77.69840,0.01272,1200.55323,2.00000,44.99491,0.00000
,18,LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,Heating,7673.82305,7673.82305,140.07795,140.07795,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,-26.8600,0.00018,1200.55323,2.00000,44.99491,0.00000
,19,LIVING_UNIT1_BACKROW_MIDDLEFLOOR,Cooling,8827.33065,8827.33065,451.14401,451.14401,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,83.05520,0.01272,1200.55323,2.00000,44.99491,0.00000
,20,LIVING_UNIT1_BACKROW_MIDDLEFLOOR,Heating,7674.54704,7674.54704,140.09108,140.09108,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,-26.8600,0.00018,1200.55323,2.00000,44.99491,0.00000
,21,LIVING_UNIT2_BACKROW_MIDDLEFLOOR,Cooling,6218.73218,6218.73218,299.47030,299.47030,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,69.44000,0.01271,1200.55323,2.00000,44.99491,0.00000
,22,LIVING_UNIT2_BACKROW_MIDDLEFLOOR,Heating,4553.31014,4553.31014,83.12012,83.12012,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 10:00:00,-26.8600,0.00018,1200.55323,2.00000,44.99491,0.00000
,23,LIVING_UNIT3_BACKROW_MIDDLEFLOOR,Cooling,7132.88740,7132.88740,364.53385,364.53385,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 09:00:00,73.90400,0.01271,1200.55323,2.00000,44.99491,0.00000
,24,LIVING_UNIT3_BACKROW_MIDDLEFLOOR,Heating,7670.63058,7670.63058,140.01969,140.01969,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,-26.8600,0.00018,1200.55323,2.00000,44.99491,0.00000
,25,LIVING_UNIT3_BACKROW_TOPFLOOR,Cooling,7133.38153,7133.38153,364.57623,364.57623,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 09:00:00,73.90400,0.01271,1200.55323,2.00000,44.99491,0.00000
,26,LIVING_UNIT3_BACKROW_TOPFLOOR,Heating,11411.12330,11411.12330,208.26247,208.26247,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,-26.8600,0.00018,1200.55323,2.00000,44.99491,0.00000
,27,LIVING_UNIT3_FRONTROW_TOPFLOOR,Cooling,7650.21798,7650.21798,390.97453,390.97453,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 10:00:00,77.69840,0.01272,1200.55323,2.00000,44.99491,0.00000
,28,LIVING_UNIT3_FRONTROW_TOPFLOOR,Heating,11415.17533,11415.17533,208.33641,208.33641,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,-26.8600,0.00018,1200.55323,2.00000,44.99491,0.00000
,29,LIVING_UNIT1_FRONTROW_TOPFLOOR,Cooling,9807.78448,9807.78448,501.27112,501.27112,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,83.05520,0.01272,1200.55323,2.00000,44.99491,0.00000
,30,LIVING_UNIT1_FRONTROW_TOPFLOOR,Heating,11418.94593,11418.94593,208.40527,208.40527,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,-26.8600,0.00018,1200.55323,2.00000,44.99491,0.00000
,31,LIVING_UNIT2_BACKROW_TOPFLOOR,Cooling,6750.96948,6750.96948,325.74148,325.74148,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,69.44000,0.01271,1200.55323,2.00000,44.99491,0.00000
,32,LIVING_UNIT2_BACKROW_TOPFLOOR,Heating,8283.97569,8283.97569,151.19384,151.19384,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,-26.8600,0.00018,1200.55323,2.00000,44.99491,0.00000
,33,LIVING_UNIT2_FRONTROW_TOPFLOOR,Cooling,6776.21999,6776.21999,326.97030,326.97030,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,69.44000,0.01271,1200.55323,2.00000,44.99491,0.00000
,34,LIVING_UNIT2_FRONTROW_TOPFLOOR,Heating,8286.28091,8286.28091,151.23600,151.23600,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,-26.8600,0.00018,1200.55323,2.00000,44.99491,0.00000
,35,LIVING_UNIT1_BACKROW_TOPFLOOR,Cooling,9353.83436,9353.83436,478.07197,478.07197,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,83.05520,0.01272,1200.55323,2.00000,44.99491,0.00000
,36,LIVING_UNIT1_BACKROW_TOPFLOOR,Heating,11418.36411,11418.36411,208.39468,208.39468,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,-26.8600,0.00018,1200.55323,2.00000,44.99491,0.00000


System Sizing Information

,,System Name,Load Type,Peak Load Kind,User Design Capacity,Calc Des Air Flow Rate [ft3/min],User Des Air Flow Rate [ft3/min],Design Day Name,Date/Time of Peak
,1,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,Cooling,Sensible,2955.67,494.49146,494.49146,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 05:00:00
,2,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,Heating,Sensible,4213.58,178.39553,178.39553,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00
,3,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,Cooling,Sensible,1634.62,285.29657,285.29657,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 05:00:00
,4,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,Heating,Sensible,3314.26,121.56799,121.56799,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00
,5,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,Cooling,Sensible,2300.55,391.92792,391.92792,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 05:00:00
,6,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,Heating,Sensible,4215.74,178.53218,178.53218,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00
,7,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,Cooling,Sensible,2754.15,458.83469,458.83469,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 05:00:00
,8,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,Heating,Sensible,4214.48,178.45294,178.45294,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00
,9,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,Cooling,Sensible,1591.77,278.02963,278.02963,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 05:00:00
,10,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,Heating,Sensible,3314.41,121.57774,121.57774,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00
,11,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,Cooling,Sensible,2107.22,367.20334,367.20334,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 05:00:00
,12,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,Heating,Sensible,4215.16,178.49574,178.49574,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00
,13,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,Cooling,Sensible,2929.12,489.78807,489.78807,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 05:00:00
,14,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,Heating,Sensible,3606.67,140.06121,140.06121,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00
,15,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,Cooling,Sensible,1756.27,305.97454,305.97454,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 05:00:00
,16,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,Heating,Sensible,2705.95,83.13431,83.13431,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 10:00:00
,17,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,Cooling,Sensible,2299.76,391.77961,391.77961,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 05:00:00
,18,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,Heating,Sensible,3606.94,140.07795,140.07795,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00
,19,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,Cooling,Sensible,2710.80,451.14401,451.14401,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 05:00:00
,20,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,Heating,Sensible,3607.14,140.09108,140.09108,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00
,21,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR,Cooling,Sensible,1718.07,299.47030,299.47030,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 05:00:00
,22,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR,Heating,Sensible,2705.72,83.12012,83.12012,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 10:00:00
,23,CENTRAL SYSTEM_UNIT3_BACKROW_MIDDLEFLOOR,Cooling,Sensible,2092.26,364.53385,364.53385,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 05:00:00
,24,CENTRAL SYSTEM_UNIT3_BACKROW_MIDDLEFLOOR,Heating,Sensible,3606.01,140.01969,140.01969,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00
,25,CENTRAL SYSTEM_UNIT1_FRONTROW_TOPFLOOR,Cooling,Sensible,2993.93,501.27112,501.27112,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 05:00:00
,26,CENTRAL SYSTEM_UNIT1_FRONTROW_TOPFLOOR,Heating,Sensible,4688.46,208.40527,208.40527,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00
,27,CENTRAL SYSTEM_UNIT2_FRONTROW_TOPFLOOR,Cooling,Sensible,1879.83,326.97030,326.97030,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 05:00:00
,28,CENTRAL SYSTEM_UNIT2_FRONTROW_TOPFLOOR,Heating,Sensible,3783.72,151.23600,151.23600,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00
,29,CENTRAL SYSTEM_UNIT3_FRONTROW_TOPFLOOR,Cooling,Sensible,2295.24,390.97453,390.97453,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 05:00:00
,30,CENTRAL SYSTEM_UNIT3_FRONTROW_TOPFLOOR,Heating,Sensible,4687.37,208.33641,208.33641,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00
,31,CENTRAL SYSTEM_UNIT1_BACKROW_TOPFLOOR,Cooling,Sensible,2862.84,478.07197,478.07197,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 05:00:00
,32,CENTRAL SYSTEM_UNIT1_BACKROW_TOPFLOOR,Heating,Sensible,4688.29,208.39468,208.39468,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00
,33,CENTRAL SYSTEM_UNIT2_BACKROW_TOPFLOOR,Cooling,Sensible,1872.50,325.74148,325.74148,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 05:00:00
,34,CENTRAL SYSTEM_UNIT2_BACKROW_TOPFLOOR,Heating,Sensible,3783.05,151.19384,151.19384,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00
,35,CENTRAL SYSTEM_UNIT3_BACKROW_TOPFLOOR,Cooling,Sensible,2092.40,364.57623,364.57623,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 05:00:00
,36,CENTRAL SYSTEM_UNIT3_BACKROW_TOPFLOOR,Heating,Sensible,4686.20,208.26247,208.26247,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00


Component Sizing Information

,,Component Type,Component Name,Input Field Description,Value
,1,ZoneHVAC:EnergyRecoveryVentilator,ERV_UNIT1_FRONTROW_BOTTOMFLOOR,User-Specified Supply Air Flow Rate [ft3/min],44.99491
